CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location,name_clean,zip_clean,address_raw_ins,address_clean_ins,yelp_id,name,rating,review_count,price,categories,address1,city,state,postal_code,latitude,longitude,url,address_raw_yelp,address_clean_yelp,name_clean_ins,address_clean,name_clean_yelp
50002138,IL GATTOPARDO,Manhattan,13,WEST   54 STREET,10019,2122460412,Italian,6/27/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,6/27/2024,11/26/2025,Cycle Inspection / Initial Inspection,40.76135994,-73.97612843,105.0,4.0,10400.0,1034796.0,1012700026.0,MN17,POINT (-73.976128430662 40.761359943296),IL GATTOPARDO,10019,13 WEST   54 STREET,13 WEST 54 STREET,IxwuIDcpRa7EpQs7V481Ww,Il Gattopardo,4.0,261,$$$,"Italian, Wine Bars",13-15 W 54th St,New York,NY,10019,40.76168412933901,-73.97637472662585,https://www.yelp.com/biz/il-gattopardo-new-york-2?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,13-15 W 54th St,13 15 W 54TH ST,,,
50137467,UNREGULAR PIZZA,Manhattan,88,ESSEX STREET,10002,5164396750,Pizza,6/29/2023,Violations were cited in the following area(s).,20-01,Food allergy information poster not conspicuously posted where food is being prepared or processed by food workers.,Not Critical,,,,11/26/2025,Administrative Miscellaneous / Initial Inspection,40.71814005,-73.98840207,103.0,1.0,1800.0,1090554.0,1003527501.0,MN27,POINT (-73.988402066414 40.718140053728),UNREGULAR PIZZA,10002,88 ESSEX STREET,88 ESSEX STREET,ztM0hfQMcXNe-9uHuYcRbA,Unregular Pizza,4.4,53,,"Pizza, Italian, Pasta Shops",88 Essex St,New York,NY,10002,40.71821,-73.98815,https://www.yelp.com/biz/unregular-pizza-new-york-5?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,88 Essex St,88 ESSEX ST,,,
50019121,KIN RAMEN,Manhattan,129,WEST   56 STREET,10019,2123399292,Asian/Asian Fusion,10/29/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,10/29/2024,11/26/2025,Cycle Inspection / Initial Inspection,40.7641519,-73.97886377,105.0,6.0,13700.0,1023452.0,1010090016.0,MN17,POINT (-73.978863765359 40.764151898461),KIN RAMEN,10019,129 WEST   56 STREET,129 WEST 56 STREET,lSKEPxxTYxCN9oi6CXRmcQ,Kin Ramen,4.6,649,$$$,"Ramen, Izakaya",129 W 56th St,New York,NY,10019,40.76435,-73.97904,https://www.yelp.com/biz/kin-ramen-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,129 W 56th St,129 W 56TH ST,,,
41388629,CAPIZZI,Manhattan,547,9 AVENUE,10018,2126956900,Pizza,12/9/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,40.0,C,12/9/2022,11/26/2025,Cycle Inspection / Re-inspection,40.75731372,-73.99344862,104.0,3.0,11500.0,1083741.0,1010500029.0,MN15,POINT (-73.993448623045 40.757313720028),CAPIZZI,10018,547 9 AVENUE,547 9 AVENUE,06tnwnEQM2j9A6dC3HC_TQ,Capizzi,4.3,992,$$,"Pizza, Desserts, Beer, Wine & Spirits",547 9th Ave,New York,NY,10018,40.75744,-73.99357,https://www.yelp.com/biz/capizzi-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,547 9th Ave,547 9TH AVE,,,
50144744,MAKI A MANO,Manhattan,75,9 AVENUE,10011,3129655213,Japanese,3/26/2024,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,46.0,,,11/26/2025,Pre-permit (Operational) / Initial Inspection,40.74186904,-74.00471301,104.0,3.0,8300.0,1012541.0,1007130001.0,MN13,POINT (-74.004713006739 40.741869040229),MAKI A MANO,10011,75 9 AVENUE,75 9 AVENUE,4SEUkZNKul_ZCMBGd4UqIg,Maki A Mano,4.2,61,,Japanese,435 W 15th St,New York,NY,10011,40.74241,-74.00633,https://www.yelp.com/biz/maki-a-mano-new-york-2?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,435 W 15th St,435 W 15TH ST,,,
50143178,PARLA,Manhattan,320,COLUMBUS AVENUE,10023,2127029006,Italian,6/23/2025,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,21.0,,,11/26/2025,Cycle Inspection / Initial Inspection,40.77945636,-73.97730625,107.0,6.0,16100.0,1030136.0,1011470029.0,MN12,POINT (-73.977306253658 40.779456358561),PARLA,10023,320 COLUMBUS AVENUE,320 COLUMBUS AVENUE,XujJhk-uQQezYgxyx-YN5Q,Parla,4.4,214,$$,"Pizza, Pasta Shops, Cocktail Bars",320 Columbus Ave,New York,NY,10023,40.779593,-73.977597,https://www.yelp.com/biz/parla-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,320 Columbus Ave,320 COLUMBUS AVE,,,
50114464,MOMO SUSHI,Manhattan,239,PARK AVENUE SOUTH,10003,6464107205,Japanese,11/6/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,68.0,,,11/26/2025,Cycle Inspection / Initial Inspection,40.73792429,-73.98801611,105.0,2.0,5000.0,1017907.0,1008750003.0,MN21,POINT (-73.988016106288 40.737924286365),MOMO SUSHI,10003,239 PARK AVENUE SOUTH,239 PARK AVENUE SOUTH,bLDHO08mO_OMNMBW9gdetw,MoMo Sushi,3.8,255,$$,"Sushi Bars, Ramen",239 Park Ave S,New York,NY,10003,40.737917460763086,-73.98782763958498,https://www.yelp.com/biz/momo-sushi-new-york-2?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,239 Park Ave S,239 PARK AVE S,,,
50086402,VALERIE,Manhattan,45,WEST   45 STREET,10036,2123024545,American,10/22/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,12.0,A,10/22/2024,11/26/2025,Cycle Inspection / Initial Inspection,40.75604151,-73.98097791,105.0,4.0,9600.0,1034243.0,1012610016.0,MN17,POINT (-73.980977909179 40.756041506872),VALERIE,10036,45 WEST   45 STREET,45 WEST 45 STREET,zRXMvxUX_rOliKZPpkWi_g,Valerie,4.2,1308,$$,"New American, Cocktail Bars",45 W 45th St between 5th & 6th Ave,New York,NY,10036,40.756326,-73.981117,https://www.yelp.com/biz/valerie-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,45 W 45th St between 5th & 6th Ave,45 W 45TH ST BETWEEN 5TH 6TH AVE,,,
50044591,SEI LESS,Manhattan,158,WEST   38 STREET,10018,3474401551,Asian/Asian Fusion,12/12/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,26.0,,,11/26/2025,Cycle Inspection / Initial Inspection,40.75316046,-73.98798087,105.0,3.0,10900.0,1015263.0,1008130064.0,MN17,POINT (-73.987980870594 40.753160456229),SEI LESS,10018,158 WEST   38 STREET,158 WEST 38 STREET,gvOe1TLb8hZgx0naC9LYpw,Sei Less,3.9,430,,"Chinese, Pan Asian, Asian Fusion",156 W 38th St,New York,NY,10018,40.75314,-73.98814,https://www.yelp.com/biz/sei-less-new-york-2?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,156 W 38th St,156 W 38TH ST,,,
50114996,MAMAN,Manhattan,12,WEST   48 STREET,10036,7184507160,American,6/18/2024,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,12.0,A,6/18/2024,11/26/2025,Cycle Inspection / Initial Inspection,40.75751779,-73.97870345,105.0,4.0,9600.0,1000000.0,1012630045.0,MN17,POINT (-73.978703447241 40.757517787837),MAMAN,10036,12 WEST   48 STREET,12 WEST 48 STREET,dwNmZYx74kAjTsk1hTVtjw,Maman,4.1,240,$$,"French, Coffee & Tea, Breakfast & Brunch",114 W 41st St,New York,NY,10036,40.75446,-73.98554,https://www.yelp.com/biz/maman-new-york-33?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,114 W 41st St,114 W 41ST ST,,,
50114996,MAMAN,Manhattan,12,WEST   48 STREET,10036,7184507160,American,6/18/2024,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,12.0,A,6/18/2024,11/26/2025,Cycle Inspection / Initial Inspection,40.75751779,-73.97870345,105.0,4.0,9600.0,1000000.0,1012630045.0,MN17,POINT (-73.978703447241 40.757517787837),MAMAN,10036,12 WEST   48 STREET,12 WEST 48 STREET,RdjykuwofIdvPTwohJeulw,maman,3.7,186,$$,"Cafes, Bakeries, French",12 W 48th St,New York,NY,10036,40.7576215,-73.9791377,https://www.yelp.com/biz/maman-new-york-21?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,12 W 48th St,12 W 48TH ST,,,
41414060,EL PASO TAQUERIA,Manhattan,1643,LEXINGTON AVENUE,10029,2128319831,Mexican,1/15/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,13.0,A,1/15/2016,11/26/2025,Cycle Inspection / Re-inspection,40.79068906,-73.94739648,111.0,8.0,16600.0,1051939.0,1016310051.0,MN33,POINT (-73.947396481787 40.790689055859),EL PASO TAQUERIA,10029,1643 LEXINGTON AVENUE,1643 LEXINGTON AVENUE,xIi-TO8iDQCy1ZSHe11_Zw,El Paso Taqueria,3.2,290,$$,Mexican,64 E 97th St,New York,NY,10029,40.787296295166,-73.9528121948242,https://www.yelp.com/biz/el-paso-taqueria-new-york-3?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,64 E 97th St,64 E 97TH ST,,,
50106934,MAMA'S CUPBOARD,Manhattan,235,EAST   53 STREET,10022,6469191465,Southeast Asian,6/22/2022,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,28.0,,,11/26/2025,Pre-permit (Operational) / Initial Inspection,40.75733429,-73.96851007,106.0,4.0,9800.0,1038554.0,1013270015.0,MN19,POINT (-73.968510065311 40.757334289283),MAMA S CUPBOARD,10022,235 EAST   53 STREET,235 EAST 53 STREET,gEaZtaUQyGsp-O4AVcJWeg,Mama’s Cupboard,4.4,132,$$,"Thai, Vietnamese, Coffee & Tea",235 E 53rd St,New York,NY,10022,40.757327728281965,-73.96792648553108,https://www.yelp.com/biz/mama-s-cupboard-new-york-2?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,235 E 53rd St,235 E 53RD ST,,,
50009513,RUSS & DAUGHTERS CAFE,Manhattan,127,ORCHARD STREET,10002,2124754881,American,2/10/2023,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,12.0,A,2/10/2023,11/26/2025,Cycle Inspection / Re-inspection,40.71968271,-73.98944077,103.0,1.0,1800.0,1079077.0,1004150072.0,MN27,POINT (-73.989440765047 40.719682713574),RUSS DAUGHTERS CAFE,10002,127 ORCHARD STREET,127 ORCHARD STREET,0rQz8mkleT62eUkiAVs4UA,Russ & Daughters Cafe,4.2,1252,$$,"Bagels, Coffee & Tea, Delis",127 Orchard St,New York,NY,10002,40.7196253171697,-73.9895758930263,https://www.yelp.com/biz/russ-and-daughters-cafe-new-york-5?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,127 Orchard St,127 ORCHARD ST,,,
50143951,THE GRANOLA BAR,Manhattan,551,AMSTERDAM AVENUE,10024,9175189727,American,2/26/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,32.0,,,11/26/2025,Pre-permit (Operational) / Initial Inspection,40.78806062,-73.97472488,107.0,6.0,17300.0,1032218.0,1012170064.0,MN12,POINT (-73.974724878768 40.788060618602),THE GRANOLA BAR,10024,551 AMSTERDAM AVENUE,551 AMSTERDAM AVENUE,OHyoxdklCjAfOuIzpu5JmQ,The Granola Bar,3.7,44,,"Breakfast & Brunch, Coffee & Tea, Juice Bars & Smoothies",551 Amsterdam Ave,New York,NY,10024,40.78808739999999,-73.97433583215258,https://www.yelp.com/biz/the-granola-bar-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,551 Amsterdam Ave,551 AMSTERDAM AVE,,,
50011694,SWEET CHICK,Manhattan,178,LUDLOW STREET,10002,6466570233,Chicken,7/1/2024,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,19.0,,,11/26/2025,Cycle Inspection / Initial Inspection,40.72176031,-73.98749231,103.0,1.0,3001.0,1084893.0,1004120046.0,MN27,POINT (-73.987492308421 40.721760306582),SWEET CHICK,10002,178 LUDLOW STREET,178 LUDLOW STREET,8F81LrdFm6P5kkFpsw0n0w,Sweet Chick,4.0,2017,$$,"Southern, Breakfast & Brunch, Chicken Shop",178 Ludlow St,New York,NY,10002,40.7217399,-73.98739,https://www.yelp.com/biz/sweet-chick-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,178 Ludlow St,178 LUDLOW ST,,,
50118414,JACK'S WIFE FREDA,Manhattan,226,LAFAYETTE STREET,10012,2125108550,Middle Eastern,8/8/2023,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,9.0,A,8/8/2023,11/26/2025,Pre-permit (Operational) / Re-inspection,40.72209856,-73.99730869,102.0,1.0,4500.0,1007216.0,1004820022.0,MN24,POINT (-73.997308686061 40.722098563371),JACK S WIFE FREDA,10012,226 LAFAYETTE STREET,226 LAFAYETTE STREET,Me4TxTbPPQZQopW1wOGx5g,Jack's Wife Freda,3.9,2669,$$,"Breakfast & Brunch, Mediterranean, New American",226 Lafayette St,New York,NY,10012,40.7221323,-73.9975402,https://www.yelp.com/biz/jacks-wife-freda-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,226 Lafayette St,226 LAFAYETTE ST,,,
50139415,TORIYA,Manhattan,178,STANTON STREET,10002,6465590559,Japanese,8/7/2023,Violations were cited in the following area(s).,20-08,Failure to post or conspicuously post healthy eating information,Not Critical,,,,11/26/2025,Administrative Miscellaneous / Initial Inspection,40.7200938,-73.98401134,103.0,2.0,2201.0,1079034.0,1003500079.0,MN28,POINT (-73.984011336102 40.720093800326),TORIYA,10002,178 STANTON STREET,178 STANTON STREET,jcffHQEBowxqb0z1xXxiLA,Toriya,4.7,68,,"Izakaya, Tapas/Small Plates, Beer Bar",178 Stanton St,New York,NY,10002,40.72017,-73.98399,https://www.yelp.com/biz/toriya-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,178 Stanton St,178 STANTON ST,,,
50044438,345 CANTINA,Manhattan,345,EAST    6 STREET,10003,2124770617,Mexican,5/10/2022,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,32.0,,,11/26/2025,Cycle Inspection / Initial Inspection,40.72693693,-73.98743,103.0,2.0,3800.0,1083485.0,1004480034.0,MN22,POINT (-73.987429998399 40.726936929705),345 CANTINA,10003,345 EAST    6 STREET,345 EAST 6 STREET,_2jMPuiK-7nLepFdPu2TTQ,345 Cantina,4.3,56,,"Mexican, Cocktail Bars, Breakfast & Brunch",345 E 6th St,New York,NY,10003,40.72665,-73.98651,https://www.yelp.com/biz/345-cantina-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,345 E 6th St,345 E 6TH ST,,,
41650782,BLUE RIBBON SUSHI IZAKAYA,Manhattan,187,ORCHARD STREET,10002,2124660404,Japanese,9/14/2023,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,41.0,C,9/14/2023,11/26/2025,Cycle Inspection / Re-inspection,40.72204035,-73.98822461,103.0,1.0,3001.0,1087667.0,1004177501.0,MN27,POINT (-73.988224609892 40.722040350357),BLUE RIBBON SUSHI IZAKAYA,10002,187 ORCHARD STREET,187 ORCHARD STREET,TeBthQZ2xpxyvXheS08ovw,Blue Ribbon Sushi Izakaya,3.9,619,$$,"Sushi Bars, Japanese, Cocktail Bars",187 Orchard St,New York,NY,10002,40.722147196792015,-73.9884386705522,https://www.yelp.com/biz/blue-ribbon-sushi-izakaya-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,187 Orchard St,187 ORCHARD ST,,,
50070079,BLUESTONE LANE,Manhattan,435,WEST   31 STREET,10001,2125643504,Australian,11/15/2024,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,12.0,A,11/15/2024,11/26/2025,Cycle Inspection / Re-inspection,40.75190947,-73.99868622,104.0,3.0,10300.0,1089664.0,1007297502.0,MN13,POINT (-73.998686222038 40.751909467483),BLUESTONE LANE,10001,435 WEST   31 STREET,435 WEST 31 STREET,fdj0QIOBYx-7Zy_GartGaw,Bluestone Lane,4.0,31,$$,"Cafes, Coffee & Tea, Juice Bars & Smoothies",55 Hudson Yards,New York,NY,10001,40.75522715431783,-74.00184827843114,https://www.yelp.com/biz/bluestone-lane-new-york-49?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,55 Hudson Yards,55 HUDSON YARDS,,,
41207574,NICA TRATTORIA,Manhattan,354,EAST   84 STREET,10028,2124725040,Italian,8/3/2022,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,10.0,A,8/3/2022,11/26/2025,Cycle Inspection / Initial Inspection,40.77601464,-73.95144476,108.0,5.0,13800.0,1049932.0,1015460030.0,MN32,POINT (-73.951444760706 40.776014644956),NICA TRATTORIA,10028,354 EAST   84 STREET,354 EAST 84 STREET,iV5yy8EbjsPoYWtjRhB61Q,Nica Trattoria,4.2,183,$$$,"Italian, Wine Bars",354 E 84th St,New York,NY,10028,40.7756431,-73.950783,https://www.yelp.com/biz/nica-trattoria-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,354 E 84th St,354 E 84TH ST,,,
50146295,MAMA'S TOO!,Manhattan,323,BLEECKER STREET,10014,9175605693,Pizza,1/29/2024,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,25.0,,,11/26/2025,Pre-permit (Non-operational) / Initial Inspection,40.73318463,-74.00413868,102.0,3.0,7300.0,1010193.0,1005910043.0,MN23,POINT (-74.004138676473 40.73318462987),MAMA S TOO,10014,323 BLEECKER STREET,323 BLEECKER STREET,33MID69L6j6ZCZIR_S20uw,Mama's Too,4.1,440,$$,"Italian, Pizza, Sandwiches",323 Bleecker St,New York,NY,10014,40.7332319,-74.004023,https://www.yelp.com/biz/mamas-too-new-york-2?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,323 Bleecker St,323 BLEECKER ST,,,
50087955,CHU ROS THAI,Manhattan,1590,LEXINGTON AVENUE,10029,9172658432,Thai,8/7/2025,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,20.0,Z,8/7/2025,11/26/2025,Cycle Inspection / Re-inspection,40.78921024,-73.94872662,111.0,8.0,16600.0,1051842.0,1016290014.0,MN33,POINT (-73.948726617051 40.789210236622),CHU ROS THAI,10029,1590 LEXINGTON AVENUE,1590 LEXINGTON AVENUE,jfnDwWBGK4JoWE5jbeKxSw,Chu Ros Thai,4.5,264,$$,"Thai, Asian Fusion, Desserts",1590 Lexington Ave,New York,NY,10029,40.78922,-73.94873,https://www.yelp.com/biz/chu-ros-thai-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,1590 Lexington Ave,1590 LEXINGTON AVE,,,
40365904,MEE SUM CAFE,Manhattan,26,PELL STREET,10013,2123495260,Coffee/Tea,6/20/2023,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,54.0,C,6/20/2023,11/26/2025,Cycle Inspection / Re-inspection,40.71486063,-73.99819997,103.0,1.0,2900.0,1001782.0,1001630009.0,MN27,POINT (-73.998199974185 40.714860627928),MEE SUM CAFE,10013,26 PELL STREET,26 PELL STREET,GfLL6-n6UNZ07SEHfjeIgA,Mee Sum Cafe,3.7,83,$,"Dim Sum, Cafes",26 Pell St,New York,NY,10013,40.715045,-73.998291,https://www.yelp.com/biz/mee-sum-cafe-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,26 Pell St,26 PELL ST,,,
50106188,HAMACHI 34,Manhattan,56,EAST   34 STREET,10016,6465598800,Japanese,2/18/2025,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,20.0,,,11/26/2025,Cycle Inspection / Initial Inspection,40.74753024,-73.98244201,105.0,4.0,7400.0,1017087.0,1008630052.0,MN17,POINT (-73.982442010813 40.747530237861),HAMACHI 34,10016,56 EAST   34 STREET,56 EAST 34 STREET,7j6CGUCw93gEsYqSetCstw,Hamachi 34,3.9,519,$$,"Japanese, Sushi Bars",56 E 34th St,New York,NY,10016,40.747243,-73.982221,https://www.yelp.com/biz/hamachi-34-new-york-2?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,56 E 34th St,56 E 34TH ST,,,
50102014,NEW MOON,Manhattan,547,2 AVENUE,10016,2127792828,Chinese,10/28/2025,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,13.0,A,10/28/2025,11/26/2025,Cycle Inspection / Initial Inspection,40.74243511,-73.97754626,106.0,2.0,7000.0,1019955.0,1009110031.0,MN20,POINT (-73.977546264664 40.742435105689),NEW MOON,10016,547 2 AVENUE,547 2 AVENUE,w3wKbjuNCZnYoPOr-FCk5w,New Moon,3.8,217,$$,Chinese,547 2nd Ave,New York,NY,10016,40.742569,-73.977856,https://www.yelp.com/biz/new-moon-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,547 2nd Ave,547 2ND AVE,,,
50084490,ULUH,Manhattan,152,2 AVENUE,10003,9172615963,Chinese,1/3/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,1/3/2024,11/26/2025,Cycle Inspection / Initial Inspection,40.7294703,-73.9870182,103.0,2.0,4000.0,1006403.0,1004510004.0,MN22,POINT (-73.987018199831 40.729470302708),ULUH,10003,152 2 AVENUE,152 2 AVENUE,4FD0TAxe70nb3ngk3sXF9Q,Uluh,4.4,1106,$$$,"Tea Rooms, Asian Fusion, Szechuan",152 2nd Ave,New York,NY,10003,40.729354,-73.98665,https://www.yelp.com/biz/uluh-new-york?adjust_creative=ElJf80pvFQN3oIhAdagrmQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ElJf80pvFQN3oIhAdagrmQ,152 2nd Ave,152 2ND AVE,,,
